Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_log,TotalWorkingYears_log,YearsPerCompany,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
45,549,8,4,1,452,4,75,3,2,4,3697,9278,9,14,3,1,80,2,12,3,3,10,9,9,8,8.21554741194707,2.5649493574615367,1.3333333333333333,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
40,1124,1,2,1,453,2,57,1,2,4,7457,13273,2,22,4,3,80,3,6,2,2,4,3,0,2,8.917042560738766,1.9459101490553128,3.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True
29,318,8,4,1,454,2,77,1,1,1,2119,4759,1,11,3,4,80,0,7,4,2,7,7,0,7,7.659171367666058,2.079441541679836,7.0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
29,738,9,5,1,455,2,30,2,1,4,3983,7621,0,17,3,3,80,0,4,2,3,3,2,2,2,8.290041618704489,1.6094379124341005,4.0,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
30,570,5,3,1,456,4,30,2,2,3,6118,5431,1,13,3,3,80,3,10,2,3,10,9,1,2,8.71915396346254,2.3978952727983707,10.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,1130,8,4,1,458,2,56,3,2,2,6214,3415,1,18,3,1,80,1,8,3,3,8,7,0,7,8.734721003944811,2.19722457733622,8.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37,1192,5,2,1,460,4,61,3,2,4,6347,23177,7,16,3,3,80,2,8,2,2,6,2,0,4,8.7558950816463,2.19722457733622,1.1428571428571428,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
38,343,15,2,1,461,3,92,2,3,4,11510,15682,0,14,3,2,80,1,12,3,3,11,10,2,9,9.35105837891506,2.5649493574615367,12.0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,1232,7,4,1,462,3,39,3,3,4,7143,25713,1,14,3,3,80,0,11,2,2,11,9,4,10,8.874028122556336,2.4849066497880004,11.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
29,144,10,1,1,463,4,39,2,2,2,8268,11866,1,14,3,1,80,2,7,2,3,7,7,1,7,9.020268861722167,2.079441541679836,7.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
35,1296,5,4,1,464,3,62,3,3,2,8095,18264,0,13,3,4,80,0,17,5,3,16,6,0,13,8.999125391527247,2.8903717578961645,17.0,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
23,1309,26,1,1,465,3,83,3,1,4,2904,16092,1,12,3,3,80,2,4,2,2,4,2,0,2,7.974188669286011,1.6094379124341005,4.0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
41,483,6,3,1,466,4,95,2,2,2,6032,10110,6,15,3,4,80,0,8,3,3,5,4,1,2,8.704999678440762,2.19722457733622,1.3333333333333333,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True
47,1309,4,1,1,467,2,99,3,2,3,2976,25751,3,19,3,1,80,0,5,3,3,0,0,0,0,7.998671361015776,1.791759469228055,1.6666666666666667,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
42,810,23,5,1,468,1,44,3,4,4,15992,15901,2,14,3,2,80,0,16,2,3,1,0,0,0,9.67990640549087,2.833213344056216,8.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
29,746,2,3,1,469,4,61,3,2,3,4649,16928,1,14,3,1,80,1,4,3,2,4,3,0,2,8.444622498581403,1.6094379124341005,4.0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
42,544,2,1,1,470,3,52,3,1,3,2696,24017,0,11,3,3,80,1,4,5,3,3,2,1,0,7.89989532313973,1.6094379124341005,4.0,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True
32,1062,2,3,1,471,3,75,3,1,2,2370,3956,1,13,3,3,80,1,8,4,3,8,0,0,7,7.771067086065406,2.19722457733622,8.0,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
48,530,29,1,1,473,1,91,3,3,3,12504,23978,3,21,4,2,80,1,15,3,1,0,0,0,0,9.43388384331172,2.772588722239781,5.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
37,1319,6,3,1,474,3,51,4,2,1,5974,17001,4,13,3,1,80,2,13,2,3,7,7,6,7,8.695339376799712,2.6390573296152584,3.25,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
30,641,25,2,1,475,4,85,3,2,3,4736,6069,7,12,3,2,80,1,4,2,4,2,2,2,2,8.463159302923751,1.6094379124341005,0.5714285714285714,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
26,933,1,3,1,476,3,57,3,2,3,5296,20156,1,17,3,2,80,1,8,3,3,8,7,7,7,8.574895901544526,2.19722457733622,8.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
42,1332,2,4,1,477,1,98,2,2,4,6781,17078,3,23,4,2,80,0,14,6,3,1,0,0,0,8.822027322685583,2.70805020110221,4.666666666666667,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
21,756,1,1,1,478,1,99,2,1,2,2174,9150,1,11,3,3,80,0,3,3,3,3,2,1,2,7.684783943522785,1.3862943611198906,3.0,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True
36,845,1,5,1,479,4,45,3,2,4,6653,15276,4,15,3,2,80,0,7,6,3,1,0,0,0,8.802973456578423,2.079441541679836,1.75,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
36,541,3,4,1,481,1,48,2,3,4,9699,7246,4,11,3,1,80,1,16,2,3,13,9,1,12,9.179881164491476,2.833213344056216,4.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
57,593,1,4,1,482,4,88,3,2,3,6755,2967,2,11,3,3,80,0,15,2,3,3,2,1,2,8.81818627792769,2.772588722239781,7.5,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
40,1171,10,4,1,483,4,46,4,1,3,2213,22495,3,13,3,3,80,1,10,3,3,7,7,1,7,7.7025561132685825,2.3978952727983707,3.3333333333333335,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
21,895,9,2,1,484,1,39,3,1,4,2610,2851,1,24,4,3,80,0,3,3,2,3,2,2,2,7.867488568699128,1.3862943611198906,3.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
33,350,5,3,1,485,4,34,3,1,3,2851,9150,1,13,3,2,80,0,1,2,3,1,0,0,0,7.955775781534187,0.6931471805599453,1.0,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
37,921,10,3,1,486,3,98,3,1,1,3452,17663,6,20,4,2,80,1,17,3,3,5,4,0,3,8.146998697389993,2.8903717578961645,2.8333333333333335,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
46,1144,7,4,1,487,3,30,3,2,3,5258,16044,2,14,3,3,80,0,7,2,4,1,0,0,0,8.567696173589344,2.079441541679836,3.5,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
41,143,4,3,1,488,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,9.143773127704067,2.19722457733622,8.0,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
50,1046,10,3,1,491,4,100,2,3,4,10496,2755,6,15,3,4,80,0,20,2,3,4,3,1,3,9.258844781035798,3.044522437723423,3.3333333333333335,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
40,575,22,2,1,492,3,68,2,2,3,6380,6110,2,12,3,1,80,2,8,6,3,6,4,1,0,8.761080103868347,2.19722457733622,4.0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
31,408,9,4,1,493,3,42,2,1,2,2657,7551,0,16,3,4,80,0,3,5,3,2,2,2,2,7.885329239273191,1.3862943611198906,3.0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
21,156,12,3,1,494,3,90,4,1,2,2716,25422,1,15,3,4,80,0,1,0,3,1,0,0,0,7.907283609426348,0.6931471805599453,1.0,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
29,1283,23,3,1,495,4,54,3,1,4,2201,18168,9,16,3,4,80,0,6,4,3,3,2,1,2,7.697121317282625,1.9459101490553128,0.6666666666666666,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
35,755,9,4,1,496,3,97,2,2,2,6540,19394,9,19,3,3,80,0,10,5,3,1,1,0,0,8.785845337961213,2.3978952727983707,1.1111111111111112,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
27,1469,1,2,1,497,4,82,3,1,2,3816,17881,1,11,3,2,80,1,5,2,3,5,2,0,4,8.247220052745229,1.791759469228055,5.0,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
28,304,9,4,1,498,2,92,3,2,4,5253,20750,1,16,3,4,80,0,7,1,3,7,5,0,7,8.566744970245486,2.079441541679836,7.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
49,1261,7,3,1,499,2,31,2,3,3,10965,12066,8,24,4,3,80,0,26,2,3,5,2,0,0,9.302554855963994,3.295836866004329,3.25,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
51,1178,14,2,1,500,3,87,3,2,4,4936,14862,4,11,3,3,80,1,18,2,2,7,7,0,7,8.504513138258863,2.9444389791664403,4.5,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36,329,2,3,1,501,4,96,3,1,3,2543,11868,4,13,3,2,80,1,6,3,3,2,2,2,2,7.841492924460013,1.9459101490553128,1.5,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34,1362,19,3,1,502,1,67,4,2,4,5304,4652,8,13,3,2,80,0,9,3,2,5,2,0,4,8.576405051048084,2.302585092994046,1.125,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
55,1311,2,3,1,505,3,97,3,4,4,16659,23258,2,13,3,3,80,0,30,2,3,5,4,1,2,9.720765915720834,3.4339872044851463,15.0,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
24,1371,10,4,1,507,4,77,3,2,3,4260,5915,1,12,3,4,80,1,5,2,4,5,2,0,3,8.357259153499912,1.791759469228055,5.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
30,202,2,1,1,508,3,72,3,1,2,2476,17434,1,18,3,1,80,1,1,3,3,1,0,0,0,7.814803429489359,0.6931471805599453,1.0,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
26,575,3,1,1,510,3,73,3,1,1,3102,6582,0,22,4,3,80,0,7,2,3,6,4,0,4,8.04012466444838,2.079441541679836,7.0,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
22,253,11,3,1,511,1,43,3,1,2,2244,24440,1,13,3,4,80,1,2,1,3,2,1,1,2,7.716460800176355,1.0986122886681098,2.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36,164,2,2,1,513,2,61,2,3,3,7596,3809,1,13,3,2,80,2,10,2,3,10,9,9,0,8.935508711503221,2.3978952727983707,10.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
30,464,4,3,1,514,3,40,3,1,4,2285,3427,9,23,4,3,80,0,3,4,3,1,0,0,0,7.734558844354756,1.3862943611198906,0.3333333333333333,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True
37,1107,14,3,1,515,4,95,3,1,1,3034,26914,1,12,3,3,80,1,18,2,2,18,7,12,17,8.017966703493599,2.9444389791664403,18.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,759,2,2,1,516,4,46,3,2,2,5715,22553,7,12,3,3,80,2,8,5,3,5,4,1,3,8.651024539049757,2.19722457733622,1.1428571428571428,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42,201,1,4,1,517,2,95,3,1,1,2576,20490,3,16,3,2,80,1,8,5,3,5,2,1,2,7.854381210652365,2.19722457733622,2.6666666666666665,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
37,1305,10,4,1,518,3,49,3,2,2,4197,21123,2,12,3,4,80,0,18,2,2,1,0,0,1,8.342363500380579,2.9444389791664403,9.0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
43,982,12,3,1,520,1,59,2,4,2,14336,4345,1,11,3,3,80,1,25,3,3,25,10,3,9,9.570598887246268,3.258096538021482,25.0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
40,555,2,3,1,521,2,78,2,2,3,3448,13436,6,22,4,2,80,1,20,3,3,1,0,0,0,8.145839612936841,3.044522437723423,3.3333333333333335,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
54,821,5,2,1,522,1,86,3,5,1,19406,8509,4,11,3,3,80,1,24,4,2,4,2,1,2,9.873389104712096,3.218875824868201,6.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
34,1381,4,4,1,523,3,72,3,2,3,6538,12740,9,15,3,1,80,1,6,3,3,3,2,1,2,8.785539527561276,1.9459101490553128,0.6666666666666666,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
31,480,7,2,1,524,2,31,3,2,1,4306,4156,1,12,3,2,80,1,13,5,1,13,10,3,12,8.36799688505411,2.6390573296152584,13.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
43,313,21,3,1,525,4,61,3,1,4,2258,15238,7,20,4,1,80,1,8,1,3,3,2,1,2,7.7226775164680035,2.19722457733622,1.1428571428571428,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
43,1473,8,4,1,526,3,74,3,2,3,4522,2227,4,14,3,4,80,0,8,3,3,5,2,0,2,8.416930769477844,2.19722457733622,2.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
25,891,4,2,1,527,2,99,2,2,4,4487,12090,1,11,3,2,80,0,5,3,3,5,4,1,3,8.409162447202533,1.791759469228055,5.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
37,1063,25,5,1,529,2,72,3,2,3,4449,23866,3,15,3,1,80,2,15,2,3,13,11,10,7,8.400659375160286,2.772588722239781,5.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
31,329,1,2,1,530,4,98,2,1,1,2218,16193,1,12,3,3,80,1,4,3,3,4,2,3,2,7.704811922932594,1.6094379124341005,4.0,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
39,1218,1,1,1,531,2,52,3,5,3,19197,8213,1,14,3,3,80,1,21,3,3,21,8,1,6,9.862561385923485,3.091042453358316,21.0,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
56,906,6,3,1,532,3,86,4,4,1,13212,18256,9,11,3,4,80,3,36,0,2,7,7,7,7,9.488956472414216,3.610917912644224,4.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30,1082,12,3,1,533,2,83,3,2,3,6577,19558,0,11,3,2,80,0,6,6,3,5,4,4,4,8.791486026749002,1.9459101490553128,6.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
41,645,1,3,1,534,2,49,4,3,1,8392,19566,1,16,3,3,80,1,10,2,3,10,7,0,7,9.035153304082828,2.3978952727983707,10.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
28,1300,17,2,1,536,3,79,3,2,1,4558,13535,1,12,3,4,80,1,10,2,3,10,0,1,8,8.424858580213442,2.3978952727983707,10.0,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
25,688,3,3,1,538,1,91,3,1,1,4031,9396,5,13,3,3,80,1,6,5,3,2,2,0,2,8.302017809751204,1.9459101490553128,1.2,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
52,319,3,3,1,543,4,39,2,3,3,7969,19609,2,14,3,3,80,0,28,4,3,5,4,0,4,8.98343977178426,3.367295829986474,14.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
45,192,10,2,1,544,1,69,3,1,4,2654,9655,3,21,4,4,80,2,8,3,2,2,2,0,2,7.884199933676039,2.19722457733622,2.6666666666666665,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
52,1490,4,2,1,546,4,30,3,4,4,16555,10310,2,13,3,4,80,0,31,2,1,5,2,1,4,9.714503852868624,3.4657359027997265,15.5,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
42,532,29,2,1,547,1,92,3,2,3,4556,12932,2,11,3,2,80,1,19,3,3,5,4,0,2,8.424419791263883,2.995732273553991,9.5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30,317,2,3,1,548,3,43,1,2,4,6091,24793,2,20,4,3,80,0,11,2,3,5,4,0,2,8.714731714015052,2.4849066497880004,5.5,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
60,422,7,3,1,549,1,41,3,5,1,19566,3854,5,11,3,4,80,0,33,5,1,29,8,11,10,9.8815997527781,3.5263605246161616,6.6,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
46,1485,18,3,1,550,3,87,3,2,3,4810,26314,2,14,3,3,80,1,19,5,2,10,7,0,8,8.478660241699453,2.995732273553991,9.5,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
42,1368,28,4,1,551,4,88,2,2,4,4523,4386,0,11,3,4,80,3,7,4,4,6,5,0,4,8.41715183723601,2.079441541679836,7.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
24,1448,1,1,1,554,1,62,3,1,2,3202,21972,1,16,3,2,80,0,6,4,3,5,3,1,4,8.071843149609158,1.9459101490553128,6.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True
34,296,6,2,1,555,4,33,1,1,3,2351,12253,0,16,3,4,80,1,3,3,2,2,2,1,0,7.763021309018518,1.3862943611198906,3.0,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38,1490,2,2,1,556,4,42,3,1,4,1702,12106,1,23,4,3,80,1,1,3,3,1,0,0,0,7.440146680662688,0.6931471805599453,1.0,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
40,1398,2,4,1,558,3,79,3,5,3,18041,13022,0,14,3,4,80,0,21,2,3,20,15,1,12,9.800457652216584,3.091042453358316,21.0,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
26,1349,23,3,1,560,1,90,3,1,4,2886,3032,1,22,4,2,80,2,3,3,1,3,2,0,2,7.967973179662935,1.3862943611198906,3.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30,1400,3,3,1,562,3,53,3,1,4,2097,16734,4,15,3,3,80,1,9,3,1,5,3,1,4,7.648739788956242,2.302585092994046,2.25,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
29,986,3,4,1,564,2,93,2,3,3,11935,21526,1,18,3,3,80,0,10,2,3,10,2,0,7,9.387314322443542,2.3978952727983707,10.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
29,408,25,5,1,565,3,71,2,1,2,2546,18300,5,16,3,2,80,0,6,2,4,2,2,1,1,7.842671474979457,1.9459101490553128,1.2,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
19,489,2,2,1,566,1,52,2,1,4,2564,18437,1,12,3,3,80,0,1,3,4,1,0,0,0,7.84971375760487,0.6931471805599453,1.0,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False
30,1398,22,4,1,567,3,69,3,3,1,8412,2890,0,11,3,3,80,0,10,3,3,9,8,7,8,9.037533407550814,2.3978952727983707,10.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
57,210,29,3,1,568,1,56,2,4,4,14118,22102,3,12,3,3,80,1,32,3,2,1,0,0,0,9.555276687009526,3.49650756146648,10.666666666666666,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
50,1099,29,4,1,569,2,88,2,4,3,17046,9314,0,15,3,2,80,1,28,2,3,27,10,15,7,9.743729514150925,3.367295829986474,28.0,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
30,1116,2,3,1,571,3,49,3,1,4,2564,7181,0,14,3,3,80,0,12,2,2,11,7,6,7,7.84971375760487,2.5649493574615367,12.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
60,1499,28,3,1,573,3,80,2,3,1,10266,2845,4,19,3,4,80,0,22,5,4,18,13,13,11,9.236690147298964,3.1354942159291497,5.5,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
47,983,2,2,1,574,1,65,3,2,4,5070,7389,5,13,3,3,80,3,20,2,3,5,0,0,4,8.531293315795018,3.044522437723423,4.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
46,1009,2,3,1,575,1,51,3,4,3,17861,2288,6,13,3,3,80,0,26,2,1,3,2,0,1,9.790430830243832,3.295836866004329,4.333333333333333,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
35,144,22,3,1,577,4,46,1,1,3,4230,19225,0,15,3,3,80,0,6,2,3,5,4,4,3,8.350193650720067,1.9459101490553128,6.0,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
54,548,8,4,1,578,3,42,3,2,3,3780,23428,7,11,3,3,80,0,19,3,3,1,0,0,0,8.237743803890933,2.995732273553991,2.7142857142857144,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
34,1303,2,4,1,579,4,62,2,1,3,2768,8416,3,12,3,3,80,1,14,3,3,7,3,5,7,7.926241523170962,2.70805020110221,4.666666666666667,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
46,1125,10,3,1,580,3,94,2,3,4,9071,11563,2,19,3,3,80,1,15,3,3,3,2,1,2,9.112948025967532,2.772588722239781,7.5,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
31,1274,9,1,1,581,3,33,3,3,2,10648,14394,1,25,4,4,80,1,13,6,4,13,8,0,8,9.273221270015384,2.6390573296152584,13.0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
33,1277,15,1,1,582,2,56,3,3,3,13610,24619,7,12,3,4,80,0,15,2,4,7,6,7,7,9.518633568332074,2.772588722239781,2.142857142857143,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
33,587,10,1,1,584,1,38,1,1,4,3408,6705,7,13,3,1,80,3,8,2,3,4,3,1,3,8.134174272137903,2.19722457733622,1.1428571428571428,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
30,413,7,1,1,585,4,57,3,1,2,2983,18398,0,14,3,1,80,0,4,3,3,3,2,1,2,8.001019961323651,1.6094379124341005,4.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
35,1276,16,3,1,586,4,72,3,3,3,7632,14295,4,12,3,3,80,0,10,2,3,8,7,0,0,8.94023623179847,2.3978952727983707,2.5,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
31,534,20,3,1,587,1,66,3,3,3,9824,22908,3,12,3,1,80,0,12,2,3,1,0,0,0,9.19268543673746,2.5649493574615367,4.0,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
34,988,23,3,1,590,2,43,3,3,1,9950,11533,9,15,3,3,80,3,11,2,3,3,2,0,2,9.205428327615165,2.4849066497880004,1.2222222222222223,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42,1474,5,2,1,591,2,97,3,1,3,2093,9260,4,17,3,4,80,1,8,4,3,2,2,2,0,7.646831391430482,2.19722457733622,2.0,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
36,635,10,4,1,592,2,32,3,3,4,9980,15318,1,14,3,4,80,0,10,3,2,10,3,9,7,9.208438564686588,2.3978952727983707,10.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
22,1368,4,1,1,593,3,99,2,1,3,3894,9129,5,16,3,3,80,0,4,3,3,2,2,1,2,8.267448958304849,1.6094379124341005,0.8,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
48,163,2,5,1,595,2,37,3,2,4,4051,19658,2,14,3,1,80,1,14,2,3,9,7,6,7,8.306965865368573,2.70805020110221,7.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
55,1117,18,5,1,597,1,83,3,4,2,16835,9873,3,23,4,4,80,0,37,2,3,10,9,7,7,9.731274729890462,3.6375861597263857,12.333333333333334,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
